cocnumber,dem_soc_singparent_acs5yr,dem_soc_vet_acs5yr,dem_soc_ed_bach_acs5yr,ratio_white_population_to_total_population,ratio_black_population_to_total_population,ratio_asian_population_to_total_population,ratio_other_population_to_total_population ,ratio_hispanic_population_to_total_population,env_wea_avgtemp_summer_noaa,env_wea_precip_annual_noaa,env_wea_precip_noaa,d_env_wea_avgtemp_noaa,giniHouseholds,totalUnemployed,medianIncome,povertyRate,median_rent,rental_vacancy_rate,utility_costs,econ_sn_cashasst_acs5yr_2017,econ_sn_eitc_irs_share,hou_mkt_homeage1940_acs5yr_2017,hou_pol_hudunit_psh_hud_share,totHLess,hou_mkt_burden_sev_rent_acs_diff
OH-502,0.3703385,0.095314492,0.324051321,0.608567978,0.293447857,0.027921594,0.01665886,0.051608655,71.30333424,40.78625059,2.361250028,3.36000061,0.498,43138,43.153,18.32414007,609,0.086562876,120,3.692576647,20.16707584,30.38858986,6.375123143,2041.25,-1.14440918
OH-503,0.310946703,0.088415567,0.39023301,0.663484348,0.215375597,0.043725198,0.025681764,0.049226483,73.0941658,40.63375044,2.057499975,4.59000206,0.46675,40586.25,50.869625,17.41244841,667.5,0.081209738,160.5,2.943702698,19.2544948,10.86284828,4.679998636,1559.625,-2.04616642
OH-504,0.334683314,0.115182981,0.244816363,0.772309277,0.151803226,0.007758243,0.016129582,0.050150797,70.07708454,41.16249943,2.654999971,3.949998856,0.4623,9770.625,40.580875,17.4802568,490.5,0.06900898,127,3.672397614,19.78598704,22.02201843,4.774869859,261.125,-3.707131863
OH-505,0.341031119,0.124985419,0.267144665,0.723826937,0.207810091,0.019128868,0.021870205,0.024899462,73.39791775,41.24125004,2.55249998,4.000001907,0.45985,21001.375,43.2985,17.71377599,556,0.080744066,165.5,3.54953599,20.24178123,17.09941292,4.780701101,890.5,-2.319756031
OH-506,0.286891192,0.105410129,0.323566556,0.789930993,0.144058467,0.026394934,0.019762549,0.017895156,71.26874924,40.83875036,2.232500017,4.299999237,0.4648,21090,48.963375,14.61060643,601.5,0.081596393,144,5.17380476,16.89497321,20.31374931,5.715688765,775.875,-1.601696014
OH-507,0.21177651,0.11459177,0.234670691,0.904543876,0.038768974,0.012078871,0.015376376,0.026943006,71.86085796,41.24617577,2.422297478,3.997743607,0.42491776,235350.125,51.60978108,13.18589163,545.916687,0.062922782,159.0938263,2.544069767,16.29711887,19.20628166,3.251990378,3925.5,-2.144767284
OH-508,0.270640671,0.117084775,0.239375919,0.875103713,0.07601702,0.008249078,0.020700302,0.017518382,71.02708244,41.1875,2.418750003,4.26999855,0.4418,15040.625,45.9925,14.31342316,520,0.059889109,145.5,6.456608295,17.79149791,21.07307816,3.910164416,462.375,-1.261685848
OK-500,0.240933836,0.119122893,0.236885622,0.762512477,0.039084149,0.0142628,0.048456698,0.053695882,80.99463558,33.22380257,1.013783179,0.487255096,0.452832134,8642.375,42.81974344,16.67453361,469.5685272,0.065591145,185.0968781,2.687369108,21.59141731,11.90748978,2.646383315,210.25,-0.424192846
OK-501,0.28960596,0.10535565,0.309603259,0.646375329,0.104651261,0.026276328,0.049550738,0.114215671,81.23541641,37.29499936,1.205000002,1.549999237,0.48165,16546,48.209125,15.1378305,600,0.083832484,152,2.753093719,19.85843495,7.513944149,4.733255863,987,-0.975196064
OK-502,0.303718165,0.118484601,0.30836609,0.584678593,0.151883809,0.031753336,0.041934572,0.157499823,81.8479147,35.63124943,1.140000002,0.319999695,0.4866,17778.625,45.725875,17.25054073,578,0.081694737,172,3.464529991,21.61681202,8.002785683,4.765446544,1350.125,-2.003257036
OK-503,0.220600478,0.11669464,0.223458953,0.760170572,0.032451437,0.013407835,0.037423245,0.093518138,81.3493166,31.34648824,0.982937943,0.44285965,0.42966026,9818.375,50.71246674,13.25796223,496.9879303,0.078417261,187.4214173,2.767285824,19.19954872,10.48101425,1.858389512,363.625,-1.576824427
OK-504,0.224774934,0.128397997,0.326782703,0.74334335,0.045752365,0.041121549,0.047546187,0.076215253,81.55041599,36.1025002,1.116249983,0.849998474,0.4314,5759.875,55.3905,11.97178567,647.5,0.081000335,152,1.999762654,16.43627875,2.328342676,2.004517257,344.125,-0.90842247
OK-505,0.234725185,0.130045462,0.200765572,0.66584298,0.017309749,0.009494476,0.075201779,0.046786216,80.48500729,42.21308136,1.526973136,1.48903656,0.43185437,12914.25,45.19230355,16.37680042,482.6198731,0.070586435,178.6260071,2.810406685,23.4421324,5.528462887,1.650087833,391.625,-0.269590318
OK-506,0.248032004,0.153445251,0.190672629,0.704136848,0.07224151,0.010780176,0.041749249,0.10552887,82.75960922,30.18414688,1.072659843,0.786571503,0.437634976,9517.875,44.52877977,15.87683415,460.796402,0.087621168,189.7842178,3.120767355,23.36972318,9.146357536,2.331221014,226.875,0.213780999
OK-507,0.288025647,0.122603334,0.16958265,0.679211085,0.051291138,0.005517589,0.06424117,0.05397287,81.63727283,43.98114967,2.026383642,1.843597412,0.446910321,15752.125,37.30962223,19.72853756,407.7387543,0.095690493,185.6088867,4.293495178,27.13271441,8.178956032,2.892927706,572.375,0.037996471
OR-500,0.24299217,0.12634141,0.28566809,0.838889604,0.009337086,0.026661263,0.034083958,0.078659386,62.57166767,65.86749935,7.488750041,-2.470001221,0.46145,14871.125,43.332625,19.17438412,726,0.039966924,113,3.758214474,17.32591684,7.345942974,3.138905346,1843.5,1.417779922
OR-501,0.236716866,0.08254144,0.420931518,0.717998595,0.054113386,0.06908357,0.035708536,0.109955814,64.76333427,66.12624884,7.68749994,-3.970001221,0.4769,30203.75,53.17375,16.85297382,823.5,0.035079993,112,4.475367546,15.65889468,25.88164902,4.62738651,4176.875,0.166872144
OR-502,0.238234825,0.151754685,0.241520815,0.828646673,0.006557383,0.012266064,0.025471913,0.114896859,65.71791697,36.28874969,4.743749946,-1.88999939,0.4523,9785.125,43.980125,17.21653903,743.5,0.033691761,126,3.877621412,19.7892595,7.138132095,3.024678409,715.5,-0.468835235
OR-503,0.204074748,0.135464601,0.284901083,0.853562296,0.004304705,0.008955676,0.019745545,0.088421074,60.84700012,21.72258496,2.496091701,-5.335519791,0.439305239,10333.625,49.76994161,14.52744782,759.4177551,0.06432748,145.2068253,2.838107109,16.95687403,3.715478897,1.441448629,653.375,3.610594511
OR-505,0.230168633,0.140417472,0.22008194,0.792723186,0.00698298,0.015800007,0.024980441,0.140674743,63.54661703,57.90545368,7.04380089,-2.502765656,0.433196958,60708.5,45.41799777,17.0686599,644.9796753,0.056657273,124.3964463,4.814085007,18.59837559,11.23912334,3.270200789,6077.625,-0.27706027
OR-506,0.175975122,0.091310535,0.41693981,0.687570326,0.017817154,0.093343128,0.032115651,0.159800022,63.69791698,56.46750021,6.820000023,-3.309997559,0.4257,19792.75,65.443375,10.79680026,883.5,0.04097198,135.5,2.991271257,12.00853307,2.392877817,1.766649082,641,1.326273441
OR-507,0.187340215,0.113749031,0.337470084,0.837867031,0.008349651,0.039048513,0.025623106,0.080449897,61.71541691,77.74750042,8.824999869,-4.080001831,0.44215,15192.5,64.59875,9.6380018,869.5,0.046584538,132.5,2.928878546,11.67519842,7.492934704,1.74240379,764.25,-0.597959757
PA-500,0.493862942,0.071828328,0.266840734,0.36315302,0.418480611,0.066729432,0.017317165,0.131764061,75.86083412,47.2637496,3.131250024,2.449996948,0.5043,63886.75,37.532,25.09973836,723.5,0.07833235,173,7.718410969,28.70317268,40.44567108,6.975508451,5903.75,-0.718328357
